tl_lon,tl_lat,br_lon,br_lat,indicator_1,indicator_2,indicator_3,indicator_4,indicator_5
151.08984004604596,-33.97362752791635,151.09514913518007,-33.97821838326311,8,8,3,6,4
151.0952496800975,-33.97371140518399,151.10055907671318,-33.97830203703335,7,6,9,4,1
151.1006593364935,-33.97379504483818,151.1059690405322,-33.97838545314682,1,6,0,9,4
151.1060690151706,-33.973878446875666,151.11137902657376,-33.97846863160027,8,8,0,2,7
151.1114787160655,-33.973961611293184,151.11678903477457,-33.97855157239043,4,1,2,5,10
151.11688843911497,-33.974044538087526,151.1221990650713,-33.9786342755141,5,1,10,6,1
151.12229818425564,-33.97412722725545,151.12760911740062,-33.97871674096807,7,2,6,10,7
151.12770795142418,-33.974209678793734,151.13301919169925,-33.97879896874909,1,9,9,4,1
151.13311774055737,-33.97429189269918,151.13842928790382,-33.978880958854006,8,2,9,6,0
151.1385275515918,-33.974373868968584,151.14383940595104,-33.9789627112796,8,9,1,2,3
151.14393738446427,-33.97445560759874,151.14924954577756,-33.97904422602271,5,8,9,5,3
151.14934723911136,-33.97453710858649,151.15465970732004,-33.97912550308014,6,7,10,0,3
151.1547571154698,-33.974618371928656,151.1600698905152,-33.97920654244874,9,8,9,0,2
151.16016701347627,-33.97469939762208,151.1654800952996,-33.97928734412535,1,0,1,4,4
151.16557693306746,-33.9747801856636,151.17089032161007,-33.97936790810683,10,5,0,6,8
151.17098687418002,-33.97486073605006,151.17630056938313,-33.979448234390055,6,3,0,6,8
151.17639683675068,-33.97494104877835,151.18171083855555,-33.97952832297187,7,0,4,5,2
151.1818068207161,-33.97502112384533,151.1871211290639,-33.979608173849186,6,5,0,7,4
151.18721682601293,-33.97510096124788,151.1925314408449,-33.97968778701888,1,9,0,6,2
151.19262685257786,-33.97518056098292,151.19794177383517,-33.979767162477856,6,10,10,8,3
151.19803690034755,-33.97525992304732,151.20335212797144,-33.97984630022302,4,9,0,5,10
151.2034469692587,-33.975339047438,151.20876250319026,-33.979925200251316,8,6,5,6,10
151.20885705924795,-33.97541793415189,151.21417289942838,-33.98000386255965,9,1,2,9,3
151.214267170252,-33.975496583185915,151.21958331662236,-33.980082287144945,6,10,7,0,1
151.21967730220746,-33.97557499453701,151.22499375470898,-33.980160474004194,5,9,9,10,8
151.22508745505104,-33.97565316820212,151.23040421362475,-33.9802384231343,1,0,0,5,5
151.2304976287194,-33.97573110417822,151.23581469330642,-33.98031613453228,3,0,6,3,3
151.23590782314918,-33.97580880246226,151.24122519369058,-33.98039360819508,6,9,6,0,6
151.2413180382771,-33.975886263051216,151.24663571471388,-33.98047084411969,6,3,3,2,0
151.24672827403975,-33.97596348594208,151.25204625631298,-33.980547842303096,4,4,10,10,1
151.2521385303738,-33.976040471131846,151.25745681842454,-33.980624602742324,8,9,10,10,0
151.25754880721593,-33.97611721861751,151.2628674009852,-33.98070112543435,10,0,4,4,0
150.85195257513126,-33.965195436843,150.8572478176217,-33.969796070769995,0,0,8,1,3
150.85736087853957,-33.96528974982347,150.8626564310042,-33.96989016220635,7,8,2,4,7
150.86276920707047,-33.96538382538287,150.86806506945152,-33.969984016177904,7,2,3,8,4
150.8681775606608,-33.96547766351752,150.87347373290032,-33.97007763268105,3,5,0,7,1
150.8735859392473,-33.96557126422378,150.87888242128744,-33.970171011712104,5,10,6,3,3
150.87899434276682,-33.96566462749801,150.88429113454964,-33.97026415326748,0,1,2,9,0
150.88440277115612,-33.96575775333655,150.88969987262368,-33.97035705734351,4,5,1,2,7
150.88981122435197,-33.96585064173582,150.89510863544632,-33.97044972393659,7,9,5,0,10
150.89521970229114,-33.965943292692174,150.90051742295432,-33.97054215304313,7,8,6,6,9
150.90062820491045,-33.96603570620203,150.90592623508448,-33.97063434465952,10,6,10,5,1
150.9060367321466,-33.96612788226177,150.9113350717735,-33.97072629878218,5,5,5,0,6
150.91144528393642,-33.966219820867835,150.91674393295818,-33.97081801540754,1,0,6,4,4
150.9168538602167,-33.96631152201663,150.92215281857528,-33.970909494532016,9,10,8,2,8
150.92226246092417,-33.96640298570459,150.92756172856153,-33.971000736152064,3,8,10,9,4
150.9276710859956,-33.96649421192816,150.93297066285368,-33.97109174026412,8,1,10,10,9
150.93307973536778,-33.966585200683795,150.93837962138852,-33.971182506864665,5,8,0,3,5
150.93848840897746,-33.96667595196795,150.94378860410282,-33.97127303595014,10,5,2,7,10
150.94389710676143,-33.966766465777106,150.94919761093323,-33.97136332751704,3,10,10,5,7
150.94930582865643,-33.96685674210772,150.95460664181658,-33.97145338156185,3,6,9,6,4
150.9547145745992,-33.9669467809563,150.9600156966896,-33.97154319808108,10,5,1,9,2
150.96012334452652,-33.96703658231933,150.965424775489,-33.97163277707119,3,8,0,5,2
150.96553213837512,-33.96712614619333,150.97083387815155,-33.97172211852875,3,0,4,4,1
150.97094095608185,-33.9672154725748,150.976243004614,-33.97181122245025,4,1,8,4,0
150.97634979758334,-33.967304561460274,150.98165215481305,-33.97190008883225,0,6,6,7,2
150.9817586628164,-33.967393412846285,150.98706132868548,-33.971988717671266,8,0,4,4,3
150.98716755171776,-33.967482026729364,150.99247052616795,-33.972077108963845,6,5,1,0,4
150.9925764642242,-33.9675704031061,150.99787974719732,-33.97216526270658,6,8,3,4,7
150.99798540027246,-33.967658541973016,151.00328899171018,-33.97225317889602,2,4,9,8,4
151.00339435979927,-33.9677464433267,151.00869825964338,-33.97234085752875,10,3,9,5,0
151.00880334274134,-33.96783410716373,151.01410755093355,-33.97242829860134,3,0,3,10,5
151.0142123490355,-33.967921533480684,151.01951686551746,-33.97251550211042,1,10,0,1,4
151.01962137861838,-33.96800872227419,151.02492620333186,-33.97260246805259,10,9,3,3,1
151.0250304314268,-33.96809567354083,151.03033556431345,-33.97268919642444,9,5,1,4,2
151.0304395073975,-33.96818238727722,151.03574494839893,-33.97277568722262,0,8,5,5,5
151.03584860646714,-33.96826886348,151.04115435552504,-33.972861940443764,10,0,10,3,8
151.04125772857248,-33.96835510214581,151.04656378562848,-33.9729479560845,10,2,1,8,10
151.0466668736503,-33.96844110327127,151.05197323864599,-33.97303373414149,3,7,4,4,7
151.05207604163732,-33.96852686685305,151.05738271451426,-33.973119274611406,8,9,1,3,2
151.0574852324702,-33.96861239288781,151.06279221317,-33.97320457749088,10,7,10,5,10
151.06289444608572,-33.96869768137223,151.06820173455,-33.973289642776656,9,10,0,6,9
151.0683036824206,-33.96878273230299,151.07361127859087,-33.97337447046538,8,2,10,2,7
151.07371294141154,-33.96886754567676,151.07902084522934,-33.97345906055376,10,0,3,0,0
151.07912222299532,-33.96895212149026,151.08443043440215,-33.97354341303851,9,10,6,4,10
151.0845315271086,-33.96903645974021,151.08984004604596,-33.97362752791635,9,1,0,10,4
151.0899408536881,-33.969120560423285,151.0952496800975,-33.97371140518399,7,4,7,3,1
151.09535020267055,-33.96920442353626,151.1006593364935,-33.97379504483818,5,4,0,6,0
151.1007595739927,-33.96928804907585,151.1060690151706,-33.973878446875666,3,10,5,3,1
151.10616896759117,-33.96937143703881,151.1114787160655,-33.973961611293184,6,1,0,4,8
151.11157838340276,-33.96945458742188,151.11688843911497,-33.974044538087526,0,4,10,3,9
151.11698782136415,-33.96953750022183,151.12229818425564,-33.97412722725545,0,8,3,0,9
151.12239728141205,-33.969620175435445,151.12770795142418,-33.974209678793734,10,3,9,9,4
151.12780676348316,-33.96970261305951,151.13311774055737,-33.97429189269918,10,9,9,2,5
151.13321626751417,-33.96978481309079,151.1385275515918,-33.974373868968584,8,0,8,6,3
151.13862579344183,-33.969866775526114,151.14393738446427,-33.97445560759874,0,1,0,10,1
151.1440353412028,-33.969948500362264,151.14934723911136,-33.97453710858649,10,8,4,0,8
151.1494449107338,-33.970029987596085,151.1547571154698,-33.974618371928656,5,7,7,5,4
151.1548545019715,-33.97011123722441,151.16016701347627,-33.97469939762208,4,6,10,0,9
151.16026411485265,-33.97019224924407,151.16557693306746,-33.9747801856636,5,2,6,1,5
151.16567374931387,-33.9702730236519,151.17098687418002,-33.97486073605006,0,10,1,2,7
151.17108340529194,-33.97035356044476,151.17639683675068,-33.97494104877835,2,7,10,2,6
151.17649308272348,-33.970433859619526,151.1818068207161,-33.97502112384533,8,5,2,2,0
151.18190278154523,-33.97051392117307,151.18721682601293,-33.97510096124788,4,5,9,2,5
151.18731250169384,-33.97059374510226,151.19262685257786,-33.97518056098292,3,4,6,5,2
151.19272224310603,-33.970673331404015,151.19803690034755,-33.97525992304732,10,3,3,7,1
151.1981320057185,-33.970752680075236,151.2034469692587,-33.975339047438,8,9,5,9,8
151.20354178946786,-33.97083179111281,151.20885705924795,-33.97541793415189,0,2,2,8,2
151.20895159429085,-33.97091066451369,151.214267170252,-33.975496583185915,6,6,7,5,6
151.21436142012413,-33.97098930027478,151.21967730220746,-33.97557499453701,5,0,3,2,7
151.21977126690442,-33.97106769839302,151.22508745505104,-33.97565316820212,5,0,10,3,10
151.22518113456834,-33.97114585886538,151.2304976287194,-33.97573110417822,1,1,5,7,8
151.23059102305263,-33.971223781688806,151.23590782314918,-33.97580880246226,0,9,0,2,10
151.2360009322939,-33.971301466860275,151.2413180382771,-33.975886263051216,5,2,4,2,6
151.24141086222883,-33.97137891437675,151.24672827403975,-33.97596348594208,6,0,9,10,1
151.24682081279417,-33.97145612423522,151.2521385303738,-33.976040471131846,6,5,6,8,4
151.25223078392654,-33.97153309643269,151.25754880721593,-33.97611721861751,8,4,7,4,2
151.25764077556258,-33.971609830966145,151.26295910450278,-33.97619372839609,1,2,8,7,8
150.85206589570956,-33.960689128175105,150.85736087853957,-33.96528974982347,4,1,2,0,9
150.8574739143348,-33.96078342524025,150.86276920707047,-33.96538382538287,9,4,2,4,10
150.86288195807728,-33.960877484924346,150.8681775606608,-33.96547766351752,3,7,1,10,0
150.86829002687386,-33.96097130722371,150.8735859392473,-33.96557126422378,2,6,6,1,9
150.87369812066132,-33.96106489213473,150.87899434276682,-33.96566462749801,1,4,7,4,2
150.87910623937643,-33.961158239653734,150.88440277115612,-33.96575775333655,3,2,4,7,10
150.88451438295604,-33.9612513497771,150.88981122435197,-33.96585064173582,10,2,7,7,8
150.88992255133692,-33.96134422250122,150.89521970229114,-33.965943292692174,10,10,6,8,4
150.89533074445586,-33.96143685782247,150.90062820491045,-33.96603570620203,5,3,0,5,5
150.90073896224965,-33.96152925573725,150.9060367321466,-33.96612788226177,3,3,5,9,3
150.90614720465507,-33.961621416241954,150.91144528393642,-33.966219820867835,8,1,2,1,7
150.91155547160892,-33.96171333933303,150.9168538602167,-33.96631152201663,0,4,10,6,7
150.91696376304802,-33.96180502500685,150.92226246092417,-33.96640298570459,9,9,0,8,5
150.9223720789091,-33.96189647325989,150.9276710859956,-33.96649421192816,6,4,7,3,2
150.92778041912894,-33.96198768408859,150.93307973536778,-33.966585200683795,9,4,3,10,3
150.9331887836444,-33.962078657489386,150.93848840897746,-33.96667595196795,3,8,8,7,1
150.93859717239215,-33.96216939345876,150.94389710676143,-33.966766465777106,9,10,5,9,2
150.94400558530901,-33.962259891993156,150.94930582865643,-33.96685674210772,9,1,3,8,9
150.94941402233178,-33.96235015308906,150.9547145745992,-33.9669467809563,2,1,5,8,8
150.95482248339724,-33.962440176742966,150.96012334452652,-33.96703658231933,1,9,0,5,2
150.96023096844212,-33.96252996295139,150.96553213837512,-33.96712614619333,4,0,1,4,0
150.96563947740322,-33.96261951171082,150.97094095608185,-33.9672154725748,10,5,9,2,2
150.9710480102173,-33.96270882301776,150.97634979758334,-33.967304561460274,8,8,10,3,2
150.9764565668211,-33.962797896868764,150.9817586628164,-33.967393412846285,6,4,5,10,5
150.9818651471514,-33.962886733260355,150.98716755171776,-33.967482026729364,5,0,2,7,10
150.987273751145,-33.96297533218906,150.9925764642242,-33.9675704031061,9,5,3,2,5
150.99268237873864,-33.96306369365146,150.99798540027246,-33.967658541973016,6,3,4,8,8
150.99809102986904,-33.96315181764411,151.00339435979927,-33.9677464433267,0,5,1,2,4
151.00349970447303,-33.96323970416358,151.00880334274134,-33.96783410716373,9,6,2,1,6
151.0089084024873,-33.96332735320644,151.0142123490355,-33.967921533480684,8,8,0,9,4
151.01431712384863,-33.96341476476929,151.01962137861838,-33.96800872227419,4,7,3,6,4
151.0197258684938,-33.96350193884872,151.0250304314268,-33.96809567354083,10,5,3,9,5
151.0251346363595,-33.96358887544137,151.0304395073975,-33.96818238727722,7,8,4,8,7
151.03054342738253,-33.9636755745438,151.03584860646714,-33.96826886348,5,10,5,7,0
151.03595224149964,-33.96376203615269,151.04125772857248,-33.96835510214581,3,8,6,7,2
151.04136107864753,-33.96384826026467,151.0466668736503,-33.96844110327127,4,10,2,7,9
151.04676993876296,-33.96393424687636,151.05207604163732,-33.96852686685305,4,5,5,8,3
151.05217882178272,-33.96401999598444,151.0574852324702,-33.96861239288781,0,0,5,9,3
151.0575877276435,-33.964105507585536,151.06289444608572,-33.96869768137223,2,4,8,0,5
151.06299665628208,-33.96419078167636,151.0683036824206,-33.96878273230299,8,4,9,9,2
151.06840560763516,-33.96427581825359,151.07371294141154,-33.96886754567676,0,9,8,5,7
151.07381458163948,-33.9643606173139,151.07912222299532,-33.96895212149026,4,10,10,7,4
151.0792235782318,-33.96444517885401,151.0845315271086,-33.96903645974021,8,9,8,10,9
151.0846325973488,-33.96452950287061,151.0899408536881,-33.969120560423285,10,1,10,8,4
151.0900416389273,-33.96461358936043,151.09535020267055,-33.96920442353626,6,4,10,1,9
151.09545070290392,-33.96469743832019,151.1007595739927,-33.96928804907585,0,5,5,7,3
151.1008597892155,-33.96478104974664,151.10616896759117,-33.96937143703881,4,3,7,6,4
151.10626889779869,-33.96486442363653,151.11157838340276,-33.96945458742188,10,4,6,9,6
151.1116780285902,-33.9649475599866,151.11698782136415,-33.96953750022183,8,8,2,8,4
151.1170871815268,-33.96503045879361,151.12239728141205,-33.969620175435445,9,1,0,5,8
151.12249635654524,-33.965113120054376,151.12780676348316,-33.96970261305951,10,3,6,10,9
151.1279055535822,-33.96519554376564,151.13321626751417,-33.96978481309079,6,2,6,9,2
151.13331477257438,-33.96527772992419,151.13862579344183,-33.969866775526114,10,0,0,9,4
151.1387240134585,-33.96535967852687,151.1440353412028,-33.969948500362264,9,6,3,9,1
151.14413327617132,-33.96544138957046,151.1494449107338,-33.970029987596085,7,5,2,4,5
151.1495425606495,-33.96552286305178,151.1548545019715,-33.97011123722441,2,4,8,6,0
151.1549518668298,-33.96560409896766,151.16026411485265,-33.97019224924407,10,2,3,6,10
151.16036119464889,-33.96568509731496,151.16567374931387,-33.9702730236519,8,10,9,2,9
151.1657705440435,-33.96576585809052,151.17108340529194,-33.97035356044476,2,2,3,2,9
151.17117991495033,-33.965846381291186,151.17649308272348,-33.970433859619526,6,1,0,5,3
151.1765893073061,-33.96592666691384,151.18190278154523,-33.97051392117307,3,3,2,4,7
151.1819987210475,-33.96600671495532,151.18731250169384,-33.97059374510226,6,0,3,0,3
151.18740815611122,-33.96608652541256,151.19272224310603,-33.970673331404015,10,5,1,7,8
151.19281761243397,-33.966166098282436,151.1981320057185,-33.970752680075236,0,10,7,0,1
151.19822708995247,-33.96624543356183,151.20354178946786,-33.97083179111281,2,4,8,5,9
151.2036365886034,-33.96632453124769,151.20895159429085,-33.97091066451369,7,4,3,8,0
151.20904610832343,-33.96640339133693,151.21436142012413,-33.97098930027478,1,9,7,5,7
151.2144556490493,-33.96648201382646,151.21977126690442,-33.97106769839302,5,8,5,0,7
151.2198652107177,-33.96656039871324,151.22518113456834,-33.97114585886538,4,8,3,3,5
151.22527479326533,-33.96663854599421,151.23059102305263,-33.971223781688806,4,1,0,10,1
151.23068439662882,-33.96671645566633,151.2360009322939,-33.971301466860275,0,10,3,8,3
151.2360940207449,-33.96679412772658,151.24141086222883,-33.97137891437675,10,10,9,7,0
151.24150366555028,-33.96687156217192,151.24682081279417,-33.97145612423522,8,3,10,1,1
151.24691333098158,-33.96694875899935,151.25223078392654,-33.97153309643269,5,9,2,1,6
151.25232301697554,-33.96702571820585,151.25764077556258,-33.971609830966145,2,5,9,5,9
151.25773272346885,-33.96710243978844,151.26305078763897,-33.97168632783261,7,10,10,5,7
150.8521791911074,-33.956182815869205,150.8574739143348,-33.96078342524025,7,2,2,0,8
150.85758692501275,-33.95627709702065,150.86288195807728,-33.960877484924346,4,2,3,2,5
150.86299468403,-33.956371140831074,150.86829002687386,-33.96097130722371,8,3,6,9,1
150.86840246809604,-33.95646494729681,150.87369812066132,-33.96106489213473,10,6,5,1,3
150.87381027714764,-33.9565585164142,150.87910623937643,-33.961158239653734,7,8,4,3,1
150.8792181111216,-33.95665184817963,150.88451438295604,-33.9612513497771,1,8,2,6,8
150.8846259699547,-33.95674494258944,150.88992255133692,-33.96134422250122,0,10,8,6,2
150.89003385358382,-33.956837799640034,150.89533074445586,-33.96143685782247,2,9,6,10,1
150.8954417619457,-33.9569304193278,150.90073896224965,-33.96152925573725,5,9,5,7,2
150.90084969497724,-33.957022801649096,150.90614720465507,-33.961621416241954,10,6,0,6,4
150.90625765261512,-33.95711494660039,150.91155547160892,-33.96171333933303,4,7,1,7,7
150.9116656347962,-33.95720685417807,150.91696376304802,-33.96180502500685,4,8,2,3,1
150.91707364145734,-33.95729852437853,150.9223720789091,-33.96189647325989,5,5,3,8,8
150.9224816725352,-33.95738995719825,150.92778041912894,-33.96198768408859,0,1,3,2,3
150.92788972796674,-33.95748115263366,150.9331887836444,-33.962078657489386,5,0,6,1,6
150.9332978076886,-33.957572110681205,150.93859717239215,-33.96216939345876,0,3,8,8,8
150.93870591163767,-33.95766283133736,150.94400558530901,-33.962259891993156,3,5,1,2,6
150.9441140397507,-33.95775331459859,150.94941402233178,-33.96235015308906,1,6,5,8,3
150.94952219196452,-33.95784356046138,150.95482248339724,-33.962440176742966,2,9,10,4,5
150.95493036821586,-33.957933568922186,150.96023096844212,-33.96252996295139,2,5,8,0,0
150.96033856844156,-33.95802333997756,150.96563947740322,-33.96261951171082,7,5,9,10,4
150.96574679257833,-33.958112873623975,150.9710480102173,-33.96270882301776,4,8,3,7,0
150.971155040563,-33.95820216985795,150.9764565668211,-33.962797896868764,3,7,2,4,6
150.97656331233236,-33.95829122867604,150.9818651471514,-33.962886733260355,4,1,8,1,0
150.9819716078232,-33.95838005007475,150.987273751145,-33.96297533218906,7,3,7,3,10
150.9873799269722,-33.95846863405063,150.99268237873864,-33.96306369365146,3,6,10,1,4
150.99278826971627,-33.95855698060026,150.99809102986904,-33.96315181764411,5,8,5,3,3
150.9981966359921,-33.95864508972017,151.00349970447303,-33.96323970416358,8,3,10,5,1
151.00360502573648,-33.95873296140694,151.0089084024873,-33.96332735320644,3,3,9,0,3
151.0090134388862,-33.958820595657166,151.01431712384863,-33.96341476476929,6,3,7,8,10
151.014421875378,-33.95890799246744,151.0197258684938,-33.96350193884872,1,5,8,1,9
151.0198303351486,-33.95899515183434,151.0251346363595,-33.96358887544137,0,7,1,6,5
151.02523881813488,-33.95908207375447,151.03054342738253,-33.9636755745438,4,7,2,6,0
151.03064732427353,-33.95916875822449,151.03595224149964,-33.96376203615269,8,6,2,7,0
151.0360558535013,-33.95925520524101,151.04136107864753,-33.96384826026467,7,1,1,5,10
151.041464405755,-33.959341414800654,151.04676993876296,-33.96393424687636,6,7,5,2,8
151.04687298097136,-33.959427386900074,151.05217882178272,-33.96401999598444,4,3,8,1,6
151.0522815790871,-33.959513121535934,151.0575877276435,-33.964105507585536,8,3,4,2,0
151.05769020003905,-33.959598618704874,151.06299665628208,-33.96419078167636,8,7,3,10,1
151.0630988437639,-33.95968387840361,151.06840560763516,-33.96427581825359,2,3,7,2,1
151.06850751019843,-33.95976890062879,151.07381458163948,-33.9643606173139,0,10,2,0,8
151.07391619927938,-33.95985368537712,151.0792235782318,-33.96444517885401,6,4,3,2,5
151.0793249109435,-33.95993823264529,151.0846325973488,-33.96452950287061,5,1,9,8,0
151.08473364512756,-33.960022542430025,151.0900416389273,-33.96461358936043,2,4,10,9,2
151.09014240176828,-33.960106614728055,151.09545070290392,-33.96469743832019,8,5,9,3,2
151.09555118080237,-33.96019044953607,151.1008597892155,-33.96478104974664,5,3,8,7,1
151.10095998216664,-33.96027404685084,151.10626889779869,-33.96486442363653,10,1,5,4,2
151.1063688057978,-33.960357406669125,151.1116780285902,-33.9649475599866,7,3,6,7,7
151.11177765163256,-33.96044052898763,151.1170871815268,-33.96503045879361,0,6,6,1,6
151.1171865196077,-33.96052341380317,151.12249635654524,-33.965113120054376,3,7,6,1,6
151.12259540965994,-33.96060606111249,151.1279055535822,-33.96519554376564,9,7,2,3,5
151.128004321726,-33.96068847091241,151.13331477257438,-33.96527772992419,9,9,7,10,3
151.13341325574262,-33.96077064319968,151.1387240134585,-33.96535967852687,8,8,9,0,9
151.13882221164653,-33.960852577971146,151.14413327617132,-33.96544138957046,3,0,2,2,10
151.14423118937447,-33.96093427522357,151.1495425606495,-33.96552286305178,6,5,6,1,2
151.14964018886315,-33.961015734953826,151.1549518668298,-33.96560409896766,6,2,8,0,2
151.1550492100493,-33.9610969571587,151.16036119464889,-33.96568509731496,8,9,8,6,10
151.16045825286963,-33.96117794183506,151.1657705440435,-33.96576585809052,8,2,8,4,0
151.16586731726093,-33.96125868897975,151.17117991495033,-33.965846381291186,6,4,4,5,3
151.1712764031598,-33.96133919858962,151.1765893073061,-33.96592666691384,10,9,10,8,4
151.1766855105031,-33.961419470661546,151.1819987210475,-33.96600671495532,0,6,7,5,1
151.18209463922742,-33.96149950519239,151.18740815611122,-33.96608652541256,6,8,0,4,8
151.18750378926953,-33.96157930217906,151.19281761243397,-33.966166098282436,2,7,4,9,9
151.19291296056616,-33.96165886161844,151.19822708995247,-33.96624543356183,10,10,3,0,6
151.198322153054,-33.961738183507435,151.2036365886034,-33.96632453124769,0,5,0,9,3
151.20373136666979,-33.961817267842946,151.20904610832343,-33.96640339133693,1,9,2,4,8
151.2091406013502,-33.961896114621915,151.2144556490493,-33.96648201382646,3,4,8,6,4
151.21454985703198,-33.961974723841266,151.2198652107177,-33.96656039871324,8,2,5,4,2
151.21995913365183,-33.96205309549794,151.22527479326533,-33.96663854599421,7,3,7,1,7
151.2253684311464,-33.962131229588884,151.23068439662882,-33.96671645566633,4,6,3,3,1
151.23077774945241,-33.96220912611107,151.2360940207449,-33.96679412772658,10,4,2,10,6
151.23618708850663,-33.962286785061444,151.24150366555028,-33.96687156217192,10,0,2,0,3
151.2415964482457,-33.962364206437,151.24691333098158,-33.96694875899935,5,5,7,4,4
151.24700582860635,-33.96244139023473,151.25232301697554,-33.96702571820585,1,1,8,7,9
151.25241522952524,-33.96251833645163,151.25773272346885,-33.96710243978844,6,10,6,3,3
151.2578246509391,-33.96259504508469,151.26314245039813,-33.96717892374412,1,8,8,5,7
150.85229246133014,-33.95167649992555,150.85758692501275,-33.95627709702065,10,3,7,1,7
150.8576999105788,-33.95177076516495,150.86299468403,-33.956371140831074,6,9,0,6,2
150.86310738493404,-33.951864793103354,150.86840246809604,-33.95646494729681,0,3,3,3,10
150.8685148843327,-33.95195858373708,150.87381027714764,-33.9565585164142,9,10,9,10,2
150.87392240871156,-33.9520521370625,150.8792181111216,-33.95665184817963,2,9,0,7,7
150.87932995800753,-33.95214545307596,150.8846259699547,-33.95674494258944,6,7,10,9,8
150.88473753215737,-33.95223853177385,150.89003385358382,-33.956837799640034,3,2,2,7,4
150.8901451310979,-33.95233137315254,150.8954417619457,-33.9569304193278,6,6,2,4,7
150.895552754766,-33.95242397720842,150.90084969497724,-33.957022801649096,2,6,4,1,0
150.9009604030984,-33.952516343937894,150.90625765261512,-33.95711494660039,5,2,0,3,3
150.90636807603195,-33.95260847333735,150.9116656347962,-33.95720685417807,5,0,1,1,10
150.9117757735035,-33.952700365403224,150.91707364145734,-33.95729852437853,10,1,0,1,3
